,tok_src,tok_trg,tok_pred,smi_src,smi_trg,smi_pred,Tc
3815,NcccF)ccBr)c6,O=[N+][O-])cccF)ccBr)c6,CC=O)NcccF)ccBr)c6,Nc1cc(F)cc(Br)c1,O=[N+]([O-])c1cc(F)cc(Br)c1,CC(=O)Nc1cc(F)cc(Br)c1,0.4523809523809524
3816,CccccCCNC=O)cscncC)ccCF)F)F))c6c9N))))))))))))))cc6,CcccCF)F)F))ccN)cC=O)O))sc5n9.CccccCCN)))cc6,CccccCCN)))cc6.CcncscC=O)O))cN)c6c9CF)F)F,Cc3ccc(CCNC(=O)c2sc1nc(C)cc(C(F)(F)F)c1c2N)cc3,Cc2cc(C(F)(F)F)c1c(N)c(C(=O)O)sc1n2.Cc3ccc(CCN)cc3,Cc1ccc(CCN)cc1.C3cn2csc(C(=O)O)c(N)c2c3C(F)(F)F,0.0
3817,COC=O)[C@H]ccccOCcccccNCC)=O)))c6))))))))cc6CCN%10C=O)OCC)C)C,CC=O)NcccccCO))c6.COC=O)[C@H]ccccO)cc6CCN%10C=O)OCC)C)C,CC=O)NcccccCBr))c6.COC=O)[C@H]ccccO)cc6CCN%10C=O)OCC)C)C,COC(=O)[C@H]3c2ccc(OCc1cccc(NC(C)=O)c1)cc2CCN3C(=O)OC(C)(C)C,CC(=O)Nc1cccc(CO)c1.COC(=O)[C@H]3c2ccc(O)cc2CCN3C(=O)OC(C)(C)C,CC(=O)Nc1cccc(CBr)c1.COC(=O)[C@H]3c2ccc(O)cc2CCN3C(=O)OC(C)(C)C,0.8969072164948454
3818,N#CccccOCCO)CNCCCCC6)CNcnccs5)))))C6))))))))))))cc6,Brcnccs5.N#CccccOCCO)CNCCCNCCC6)C8))))))))))))cc6,N#CccccOCCO)CNCCCCC6)CNC6)))))))))))cc6.O=Ccnccs5,N#Cc4ccc(OCC(O)CN1CC3CC(C1)CN(c2nccs2)C3)cc4,Brc1nccs1.N#Cc4ccc(OCC(O)CN3CC2CNCC(C2)C3)cc4,N#Ccc3ccO(CC(O)CN1CC2CC(C1)CNC2)cc3.O=Cc4nccs4,0.0
3819,C#CcccccNcncnccccC=O)OC)))cc%106)))))))))))c6,C#CcccccN)c6.COC=O)ccccncncCl)c6c%10,C#CcccccN)c6.COC=O)ccccncncCl)c6c%10,C#Cc3cccc(Nc1ncnc2ccc(C(=O)OC)cc12)c3,C#Cc1cccc(N)c1.COC(=O)c3ccc2ncnc(Cl)c2c3,C#Cc1cccc(N)c1.COC(=O)c3ccc2ncnc(Cl)c2c3,1.0
3820,Nccccoc=O)[nH]c5c9,O=c[nH]ccc[N+]=O)[O-]))ccc6o9,O=c[nH]cccc[N+]=O)[O-]))cc6o9,Nc2ccc1oc(=O)[nH]c1c2,O=c2[nH]c1cc([N+](=O)[O-])ccc1o2,O=c2[nH]c1ccc([N+](=O)[O-])cc1o2,0.8
3821,N#CccccCOC=O)Nccccccnccc%106))))))))))))))cc6,N#CccccCO))cc6.O=C=Nccccccnccc%106,N#CccccCOC=O)Cl))))cc6.Nccccccnccc%106,N#Cc3ccc(COC(=O)Nc1cccc2cnccc12)cc3,N#Cc1ccc(CO)cc1.O=C=Nc2cccc3cnccc23,N#Cc1ccc(COC(=O)Cl)cc1.Nc2cccc3cnccc23,0.6144578313253012
3822,COccccCnncC)ccNcccncSC))n6)))))))cccc69))))))))))cc6,COccccCnncC)ccN)cccc69))))))))))cc6.CScncccCl)n6,COccccCnncC)ccN)cccc69))))))))))cc6.CScncccCl)n6,COc4ccc(Cn3nc(C)c2c(Nc1ccnc(SC)n1)cccc23)cc4,COc3ccc(Cn2nc(C)c1c(N)cccc12)cc3.CSc4nccc(Cl)n4,COc3ccc(Cn2nc(C)c1c(N)cccc12)cc3.CSc4nccc(Cl)n4,1.0
3823,C#CCOcncNcccNC=O)[C@@H]Ccccccc6)))))))NC=O)OCC)C)C))))))))ccC=O)OC)))c6)))))))ncc6Br,C#CCOcncNcccN)ccC=O)OC)))c6)))))))ncc6Br.CCC)C)OC=O)N[C@H]Ccccccc6)))))))C=O)O,C#CCOcncNcccN)ccC=O)OC)))c6)))))))ncc6Br.CCC)C)OC=O)N[C@H]Ccccccc6)))))))C=O)O,C#CCOc3nc(Nc2cc(NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)cc(C(=O)OC)c2)ncc3Br,C#CCOc2nc(Nc1cc(N)cc(C(=O)OC)c1)ncc2Br.CC(C)(C)OC(=O)N[C@H](Cc3ccccc3)C(=O)O,C#CCOc2nc(Nc1cc(N)cc(C(=O)OC)c1)ncc2Br.CC(C)(C)OC(=O)N[C@H](Cc3ccccc3)C(=O)O,1.0
3824,CC=Ccccccc6-cccC)ccC)c6))))))))))C5,CC=CccCl)cccc6C9.CcccC)cc[Mg+])c6,CC=Ccccccc6Br)))C5.CcccC)ccBO)O))c6,CC3=Cc1c(cccc1-c2cc(C)cc(C)c2)C3,CC2=Cc1c(Cl)cccc1C2.Cc3cc(C)cc([Mg+])c3,CC=Cc12ccc(cc1Br)C2.Cc3cc(C)cc(B(O)O)c3,0.0
3825,CccnccNC=O)CBr))))n6,CccnccN)n6.O=CBr)CBr,CccnccN)n6.O=CBr)CBr,Cc1cncc(NC(=O)CBr)n1,Cc1cncc(N)n1.O=C(Br)CBr,Cc1cncc(N)n1.O=C(Br)CBr,1.0
3826,CcccncccC=O)O))ccc%106)))))))CCCC6,COC=O)cccccC)ccnc6c%10)))CCCC6,CCOC=O)cccccC)ccnc6c%10,Cc1c3c(nc2cc(C(=O)O)ccc12)CCCC3,COC(=O)c2ccc1c(C)c3c(nc1c2)CCCC3,CCOC(=O)c2ccc1c(C)ccnc1c2,0.375
3827,CCC)C)OC=O)CBr)OccccCl)cc6,CCC)C)OC=O)COccccCl)cc6.O=CCCC=O)N5Br,CCC)C)OC=O)COccccCl)cc6.O=CCCC=O)N5Br,CC(C)(C)OC(=O)C(Br)Oc1ccc(Cl)cc1,CC(C)(C)OC(=O)COc1ccc(Cl)cc1.O=C2CCC(=O)N2Br,CC(C)(C)OC(=O)COc1ccc(Cl)cc1.O=C2CCC(=O)N2Br,1.0
3828,COccccCCcccO)cOC))cc6CCN%10CCCC3)))))))))))))))cc6O,COccccCCNCCcccOC))cO)cc6%10)))))))))))cc6O.ClCCCC3,COccccCCcccO)cOC))cc6CCN%10C=O)CCC3)))))))))))))))cc6O,COc4ccc(CC2c1cc(O)c(OC)cc1CCN2CC3CC3)cc4O,COc3ccc(CC2NCCc1cc(OC)c(O)cc12)cc3O.ClCC4CC4,COc4ccc(CC2c1cc(O)c(OC)cc1CCN2C(=O)C3CC3)cc4O,0.6421052631578947
3829,CS=O)=O)NcccccCNCCNCcccccc6))))))cccccc6)))))))CC6)))))))n6,CS=O)=O)Cl.NcccccCNCCNCcccccc6))))))cccccc6)))))))CC6)))))))n6,CS=O)=O)NcccccC=O))n6.ccccCcccccc6))))))NCCNCC6)))))))cc6,CS(=O)(=O)Nc4cccc(CN3CCN(C(c1ccccc1)c2ccccc2)CC3)n4,CS(=O)(=O)Cl.Nc4cccc(CN3CCN(C(c1ccccc1)c2ccccc2)CC3)n4,CS(=O)(=O)Nc1cccc(C=O)n1.c4ccc(C(c2ccccc2)N3CCNCC3)cc4,0.5689655172413793
3830,CNC=O)C[C@H]cccccc6))))))[C@@H]5[C@H]O)cccc-ccccF)cCl)c6))))))s5,CNC=O)C[C@H]cccccc6))))))[C@@H]5[C@H]O)ccccBr)s5.OBO)ccccF)cCl)c6,CNC=O)C[C@H]cccccc6))))))[C@@H]5C=O)cccc-ccccF)cCl)c6))))))s5,CN2C(=O)C[C@H](c1ccccc1)[C@@H]2[C@H](O)c4ccc(-c3ccc(F)c(Cl)c3)s4,CN2C(=O)C[C@H](c1ccccc1)[C@@H]2[C@H](O)c3ccc(Br)s3.OB(O)c4ccc(F)c(Cl)c4,CN2C(=O)C[C@H](c1ccccc1)[C@@H]2C(=O)c4ccc(-c3ccc(F)c(Cl)c3)s4,0.5754716981132075
3831,NS=O)=O)cccccc6S=O)=O)NC=O)ccccC#CCCCCC5)))))))cCO))c6,C#CCCCCC5.NS=O)=O)cccccc6S=O)=O)NC=O)ccccBr)cCO))c6,C#CCCCCC5.NS=O)=O)cccccc6S=O)=O)NC=O)ccccBr)cCO))c6,NS(=O)(=O)c1ccccc1S(=O)(=O)NC(=O)c3ccc(C#CC2CCCC2)c(CO)c3,C#CC1CCCC1.NS(=O)(=O)c2ccccc2S(=O)(=O)NC(=O)c3ccc(Br)c(CO)c3,C#CC1CCCC1.NS(=O)(=O)c2ccccc2S(=O)(=O)NC(=O)c3ccc(Br)c(CO)c3,1.0
3832,CCnccccC=O))cccc69,CCI.O=Cccccc[nH]ccc95,CCBr.O=Cccccc[nH]ccc95,CCn2ccc1c(C=O)cccc12,CCI.O=Cc1cccc2[nH]ccc12,CCBr.O=Cc1cccc2[nH]ccc12,0.8536585365853658
3833,COCCOCCO[C@@H]cccncC)cC)nc5c9N[C@H]cccccc6))))))[C@H]%13O,COCCOCCO.Ccncccccn6c9C)))))[C@@H]O)[C@H]O)[C@@H]cccccc6))))))N6,COCCOCCO.Ccncccccn6c9C)))))[C@@H]O)[C@H]O)[C@@H]cccccc6))))))N6,COCCOCCO[C@@H]4c2ccn1c(C)c(C)nc1c2N[C@H](c3ccccc3)[C@H]4O,COCCOCCO.Cc2nc1c4c(ccn1c2C)[C@@H](O)[C@H](O)[C@@H](c3ccccc3)N4,COCCOCCO.Cc2nc1c4c(ccn1c2C)[C@@H](O)[C@H](O)[C@@H](c3ccccc3)N4,1.0
3834,COCCOCCOCCOCCOCCOCCOCCOcccNcncccOccccN)cccccc%106)))))))))))n6)))))))ccOC))c6,COCCOCCOCCOCCOCCOCCOCCOcccNcncccOccccNC=O)OCC)C)C)))))cccccc%106)))))))))))n6)))))))ccOC))c6,COCCOCCOCCOCCOCCOCCOCCOcccNcncccOcccc[N+]=O)[O-]))cccccc%106)))))))))))n6)))))))ccOC))c6,COCCOCCOCCOCCOCCOCCOCCOc4cc(Nc3nccc(Oc1ccc(N)c2ccccc12)n3)cc(OC)c4,COCCOCCOCCOCCOCCOCCOCCOc4cc(Nc3nccc(Oc1ccc(NC(=O)OC(C)(C)C)c2ccccc12)n3)cc(OC)c4,COCCOCCOCCOCCOCCOCCOCCOc4cc(Nc3nccc(Oc1ccc([N+](=O)[O-])c2ccccc12)n3)cc(OC)c4,0.8114285714285714
3835,CncNCC=O)cccccc6)))))))))nc-cccncc6))))))cc6=O,CncCl)nc-cccncc6))))))cc6=O.NCC=O)cccccc6,CncCl)nc-cccncc6))))))cc6=O.NCC=O)cccccc6,Cn3c(NCC(=O)c1ccccc1)nc(-c2ccncc2)cc3=O,Cn2c(Cl)nc(-c1ccncc1)cc2=O.NCC(=O)c3ccccc3,Cn2c(Cl)nc(-c1ccncc1)cc2=O.NCC(=O)c3ccccc3,1.0
3836,CCOC=O)[C@H]CC[C@H]O)CC6,CCO.O=CO)CCCCO)CC6,CCOC=O)CCCC=O)CC6,CCOC(=O)[C@H]1CC[C@H](O)CC1,CCO.O=C(O)C1CCC(O)CC1,CCOC(=O)C1CCC(=O)CC1,0.2692307692307692
3837,CCcccccOccccC=O)OC)))cc6C))))))))c6Br,CCcccccO)c6Br.COC=O)ccccF)cC)c6,CCcccccO)c6Br.COC=O)ccccF)cC)c6,CCc2cccc(Oc1ccc(C(=O)OC)cc1C)c2Br,CCc1cccc(O)c1Br.COC(=O)c2ccc(F)c(C)c2,CCc1cccc(O)c1Br.COC(=O)c2ccc(F)c(C)c2,1.0
3838,Ccccccc6-cccccO)cCl)cCl)c6s9,COccccc-cccccc6C)))))))sc5cCl)c9Cl,Ccccccc6BO)O.OccCl)cCl)cscBr)cc5c9Cl,Cc1ccccc1-c3cc2cc(O)c(Cl)c(Cl)c2s3,COc3cc2cc(-c1ccccc1C)sc2c(Cl)c3Cl,Cc1ccccc1B(O)O.Oc3c(Cl)c(Cl)c2sc(Br)cc2c3Cl,0.42857142857142855
3839,CC=O)CCCCcccccc6)))))))))ncncc=O)[nH]cCccccOCF)F)))cN)c6)))))))nc69,CC=O)CCCCcccccc6)))))))))ncncc=O)[nH]cCccccOCF)F)))c[N+]=O)[O-]))c6)))))))nc69,CC=O)CCCCcccccc6)))))))))ncncc=O)[nH]cCccccOCF)F)))c[N+]=O)[O-]))c6)))))))nc69,CC(=O)C(CCCc1ccccc1)n4cnc3c(=O)[nH]c(Cc2ccc(OC(F)F)c(N)c2)nc34,CC(=O)C(CCCc1ccccc1)n4cnc3c(=O)[nH]c(Cc2ccc(OC(F)F)c([N+](=O)[O-])c2)nc34,CC(=O)C(CCCc1ccccc1)n4cnc3c(=O)[nH]c(Cc2ccc(OC(F)F)c([N+](=O)[O-])c2)nc34,1.0
3840,CccccC=O)NccccOCCCccccc-ncC)ccc5C))))))n6))))))))))cc6))))))))c-ccccCF)F)F))cc6))))))c6,CccccC=O)O))c-ccccCF)F)F))cc6))))))c6.CccccC)n5-cccccCCCOccccN)cc6))))))))))n6,CccccC=O)O))c-ccccCF)F)F))cc6))))))c6.CccccC)n5-cccccCCCOccccN)cc6))))))))))n6,Cc5ccc(C(=O)Nc3ccc(OCCCc2cccc(-n1c(C)ccc1C)n2)cc3)c(-c4ccc(C(F)(F)F)cc4)c5,Cc2ccc(C(=O)O)c(-c1ccc(C(F)(F)F)cc1)c2.Cc3ccc(C)n3-c5cccc(CCCOc4ccc(N)cc4)n5,Cc2ccc(C(=O)O)c(-c1ccc(C(F)(F)F)cc1)c2.Cc3ccc(C)n3-c5cccc(CCCOc4ccc(N)cc4)n5,1.0
3841,CCCOccccc-ccccnc6))))))csc5c9,CCCBr.Occccc-ccccnc6))))))csc5c9,CCCOcccccBr)csc5c9.OBO)ccccnc6,CCCOc3ccc2c(-c1cccnc1)csc2c3,CCCBr.Oc3ccc2c(-c1cccnc1)csc2c3,CCCOc2ccc1c(Br)csc1c2.OB(O)c3cccnc3,0.5125
3842,COcccccc6)S[C@H]CCCNCCNcccccc6))))))CC6)))))))))[C@H]O)CO7,COcccccc6)SCCCCCl))))CO)CO7.ccccNCCNCC6))))))cc6,COcccccc6)S[C@H]CCCCl))))[C@H]O)CO7.ccccNCCNCC6))))))cc6,COc1ccc4c(c1)S[C@H](CCCN3CCN(c2ccccc2)CC3)[C@H](O)CO4,COc1ccc2c(c1)SC(CCCCl)C(O)CO2.c4ccc(N3CCNCC3)cc4,COc1ccc2c(c1)S[C@H](CCCCl)[C@H](O)CO2.c4ccc(N3CCNCC3)cc4,1.0
3843,Ccnncn5-ccccNC=O)NC)C))))cc6Ccccccc6Cl)))))))=NC%11,CNC.Ccnncn5-ccccN=C=O)))cc6Ccccccc6Cl)))))))=NC%11,CNC)C=O)Cl.Ccnncn5-ccccN)cc6Ccccccc6Cl)))))))=NC%11,Cc1nnc4n1-c2ccc(NC(=O)N(C)C)cc2C(c3ccccc3Cl)=NC4,CNC.Cc1nnc4n1-c2ccc(N=C=O)cc2C(c3ccccc3Cl)=NC4,CN(C)C(=O)Cl.Cc1nnc4n1-c2ccc(N)cc2C(c3ccccc3Cl)=NC4,0.6702127659574468
3844,COcccCO))nnc6OC,COcccCOCC)=O))))nnc6OC,COcccCCl))nnc6OC,COc1cc(CO)nnc1OC,COc1cc(COC(C)=O)nnc1OC,COc1cc(CCl)nnc1OC,0.6086956521739131
3845,Ncncn-cccccCF)F)F))c6))))))n5,O=[N+][O-])cncn-cccccCF)F)F))c6))))))n5,Ncnc[nH]n5.OBO)cccccCF)F)F))c6,Nc2ncn(-c1cccc(C(F)(F)F)c1)n2,O=[N+]([O-])c2ncn(-c1cccc(C(F)(F)F)c1)n2,Nc1nc[nH]n1.OB(O)c2cccc(C(F)(F)F)c2,0.3888888888888889
3846,CCccccs5)NC=O)NCCCNC)C)))))))CCN=C7cccccc6Cl,CCccccs5)NC=O)Cl))CCN=C7cccccc6Cl.CNC)CCCN,CCccccs5)NCCN=C7cccccc6Cl.CNC)CCCN=C=O,CCc1cc2c(s1)N(C(=O)NCCCN(C)C)CCN=C2c3ccccc3Cl,CCc1cc2c(s1)N(C(=O)Cl)CCN=C2c3ccccc3Cl.CN(C)CCCN,CCc1cc2c(s1)NCCN=C2c3ccccc3Cl.CN(C)CCCN=C=O,0.59
3847,CCC)Cccnccc6CF)F)F))))))))NC)C=O)Ccccccc6,CNCccnccc6CF)F)F))))))))CC)C.O=CCl)Ccccccc6,CCC)Cccnccc6CF)F)F))))))))NC=O)Ccccccc6.CI,CC(C)C(c1cnccc1C(F)(F)F)N(C)C(=O)Cc2ccccc2,CNC(c1cnccc1C(F)(F)F)C(C)C.O=C(Cl)Cc2ccccc2,CC(C)C(c1cnccc1C(F)(F)F)NC(=O)Cc2ccccc2.CI,0.782051282051282
3848,CCC)C=O)NcccccCCCNCCCCNC=O)Ccccccc6))))))cccccc6)))))))))))))CC6))))))c6,CCC)C=O)NcccccCCCNCCCCN)))))CC6))))))c6.O=CCl)Ccccccc6))))))cccccc6,CCC)C=O)NcccccCCCNCCCCN)))))CC6))))))c6.O=CO)Ccccccc6))))))cccccc6,CC(C)C(=O)Nc4cccc(C3CCN(CCCCNC(=O)C(c1ccccc1)c2ccccc2)CC3)c4,CC(C)C(=O)Nc2cccc(C1CCN(CCCCN)CC1)c2.O=C(Cl)C(c3ccccc3)c4ccccc4,CC(C)C(=O)Nc2cccc(C1CCN(CCCCN)CC1)c2.O=C(O)C(c3ccccc3)c4ccccc4,0.9137931034482759
3849,O=CN[C@H]CC[C@H]CCNCCCC5)))))))CC6)))))))ccccS=O)=O)Ncccccc6C=O)ccccCl)cc6Cl))))))))))))))))cc6,N[C@H]CC[C@H]CCNCCCC5)))))))CC6.O=CO)ccccS=O)=O)Ncccccc6C=O)ccccCl)cc6Cl))))))))))))))))cc6,N[C@H]CC[C@H]CCNCCCC5)))))))CC6.O=CO)ccccS=O)=O)Ncccccc6C=O)ccccCl)cc6Cl))))))))))))))))cc6,O=C(N[C@H]2CC[C@H](CCN1CCCC1)CC2)c5ccc(S(=O)(=O)Nc3ccccc3C(=O)c4ccc(Cl)cc4Cl)cc5,N[C@H]2CC[C@H](CCN1CCCC1)CC2.O=C(O)c5ccc(S(=O)(=O)Nc3ccccc3C(=O)c4ccc(Cl)cc4Cl)cc5,N[C@H]2CC[C@H](CCN1CCCC1)CC2.O=C(O)c5ccc(S(=O)(=O)Nc3ccccc3C(=O)c4ccc(Cl)cc4Cl)cc5,1.0
3850,COcncC=O)NCCCNCCCC5)))))CC6)))))))cC)cc6-cccccCF)F)F))c6,C[O-].Cccc-cccccCF)F)F))c6))))))cCl)nc6C=O)NCCCNCCCC5)))))CC6,CCCNCCCNCC6))))))C5.COcncC=O)O))cC)cc6-cccccCF)F)F))c6,COc3nc(C(=O)N2CCC(N1CCCC1)CC2)c(C)cc3-c4cccc(C(F)(F)F)c4,C[O-].Cc2cc(-c1cccc(C(F)(F)F)c1)c(Cl)nc2C(=O)N4CCC(N3CCCC3)CC4,C2CCN(C1CCNCC1)C2.COc3nc(C(=O)O)c(C)cc3-c4cccc(C(F)(F)F)c4,0.625
3851,CccccNCCC)C)))S=O)=O)cccccOCCNCCOCC6)))))))))c6))))))))cC)c6,CccccNCCC)C)))S=O)=O)cccccO)c6))))))))cC)c6.OCCNCCOCC6,CccccNCCC)C)))S=O)=O)cccccO)c6))))))))cC)c6.ClCCNCCOCC6,Cc3ccc(N(CC(C)C)S(=O)(=O)c2cccc(OCCN1CCOCC1)c2)c(C)c3,Cc2ccc(N(CC(C)C)S(=O)(=O)c1cccc(O)c1)c(C)c2.OCCN3CCOCC3,Cc2ccc(N(CC(C)C)S(=O)(=O)c1cccc(O)c1)c(C)c2.ClCCN3CCOCC3,0.8924731182795699
3852,CcncNCCNCCcccccc6))))))))C5=O))))))sc5C=O)O,CCOC=O)cscNCCNCCcccccc6))))))))C5=O))))))nc5C,CCOC=O)cscNCCNCCcccccc6))))))))C5=O))))))nc5C,Cc3nc(N2CCN(CCc1ccccc1)C2=O)sc3C(=O)O,CCOC(=O)c3sc(N2CCN(CCc1ccccc1)C2=O)nc3C,CCOC(=O)c3sc(N2CCN(CCc1ccccc1)C2=O)nc3C,1.0
3853,Ncccc-cccnc-ccccCF)F)F))cc6))))))n6))))))cc6,O=[N+][O-])cccc-cccnc-ccccCF)F)F))cc6))))))n6))))))cc6,FCF)F)cccc-cncccCl)n6))))))cc6.NccccBO)O))cc6,Nc3ccc(-c2ccnc(-c1ccc(C(F)(F)F)cc1)n2)cc3,O=[N+]([O-])c3ccc(-c2ccnc(-c1ccc(C(F)(F)F)cc1)n2)cc3,FC(F)(F)c2ccc(-c1nccc(Cl)n1)cc2.Nc3ccc(B(O)O)cc3,0.5483870967741935
3854,NCCCO)))ccccCF)F)F))nc6,[N-]=[N+]=NCCCO)))ccccCF)F)F))nc6,COC=O)CCN)ccccCF)F)F))nc6,NC(CCO)c1ccc(C(F)(F)F)nc1,[N-]=[N+]=NC(CCO)c1ccc(C(F)(F)F)nc1,COC(=O)CC(N)c1ccc(C(F)(F)F)nc1,0.46774193548387094
3855,CCC)C)OC=O)NCCCC=O)NCC=O)cccc[N+]=O)[O-]))cc6))))))))))CC6,CCC)C)OC=O)NCCCC=O)O))CC6.NCC=O)cccc[N+]=O)[O-]))cc6,CCC)C)OC=O)NCCCC=O)O))CC6.NCC=O)cccc[N+]=O)[O-]))cc6,CC(C)(C)OC(=O)N2CCC(C(=O)NCC(=O)c1ccc([N+](=O)[O-])cc1)CC2,CC(C)(C)OC(=O)N1CCC(C(=O)O)CC1.NCC(=O)c2ccc([N+](=O)[O-])cc2,CC(C)(C)OC(=O)N1CCC(C(=O)O)CC1.NCC(=O)c2ccc([N+](=O)[O-])cc2,1.0
3856,COcccccC#CCCCCCC6))))))))cnc6cc%10OC,C#CCCCCCC6.COcccccOS=O)=O)CF)F)F))))cnc6cc%10OC,C#CCCCCCC6.COcccccBr)cnc6cc%10OC,COc3cc2cc(C#CC1CCCCC1)cnc2cc3OC,C#CC1CCCCC1.COc3cc2cc(OS(=O)(=O)C(F)(F)F)cnc2cc3OC,C#CC1CCCCC1.COc3cc2cc(Br)cnc2cc3OC,0.6704545454545454
3857,CNCCNC=O)cccc-cccccc6CF)F)F))))))))cc6)))))))CC6cccccc6,CI.O=Ccccc-cccccc6CF)F)F))))))))cc6))))))NCCNCcccccc6))))))C6,CNCCNC=O)ccccBr)cc6)))))))CC6cccccc6.OBO)cccccc6CF)F)F,CN3CCN(C(=O)c2ccc(-c1ccccc1C(F)(F)F)cc2)CC3c4ccccc4,CI.O=C(c2ccc(-c1ccccc1C(F)(F)F)cc2)N4CCNC(c3ccccc3)C4,CN2CCN(C(=O)c1ccc(Br)cc1)CC2c3ccccc3.OB(O)c4ccccc4C(F)(F)F,0.5897435897435898
3858,O=[N+][O-])ccccOCCO))))c[N+]=O)[O-]))c6,O=[N+][O-])ccccCl)c[N+]=O)[O-]))c6.OCCO,O=[N+][O-])ccccO)c[N+]=O)[O-]))c6.OCCCl,O=[N+]([O-])c1ccc(OCCO)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.OCCO,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1.OCCCl,0.6862745098039216
3859,COcccccC=O)CCCNC=O)cccco5))))))CC6)))))))c6,COcccccC=O)CCCNCC6)))))))c6.O=CCl)cccco5,COcccccC=O)CCCNCC6)))))))c6.O=CCl)cccco5,COc3cccc(C(=O)C2CCN(C(=O)c1ccco1)CC2)c3,COc2cccc(C(=O)C1CCNCC1)c2.O=C(Cl)c3ccco3,COc2cccc(C(=O)C1CCNCC1)c2.O=C(Cl)c3ccco3,1.0
3860,CCN)Ccn[nH]ccccOC=O)CC)C))))cc96,CCCcn[nH]ccccOC=O)CC)C))))cc96))))))))))NC=O)OCCcccccc6-cccccc6%13,CCC)C=O)Occcc[nH]ncCCNC=O)OCC)C)C))))))c5c9,CC(N)Cc1n[nH]c2ccc(OC(=O)C(C)C)cc12,CC(Cc1n[nH]c2ccc(OC(=O)C(C)C)cc12)NC(=O)OCC5c3ccccc3-c4ccccc45,CC(C)C(=O)Occ2cc[nH]1ncC(CNC(=O)OC(C)(C)C)c1c2,0.0
3861,C=CcccF)ccc6OCccccCl)cc6Cl)))))))))))))))nccnc5,C=CcccF)ccc6O)))))))nccnc5.ClCccccCl)cc6Cl,C=CcccF)ccc6O)))))))nccnc5.ClCccccCl)cc6Cl,C=C(c1cc(F)ccc1OCc2ccc(Cl)cc2Cl)n3ccnc3,C=C(c1cc(F)ccc1O)n2ccnc2.ClCc3ccc(Cl)cc3Cl,C=C(c1cc(F)ccc1O)n2ccnc2.ClCc3ccc(Cl)cc3Cl,1.0
3862,CCOC=O)C=CCBr))NCcncns5)))))=NC6ccccF)cc6Br,CCOC=O)C=CC)NCcncns5)))))=NC6ccccF)cc6Br.O=CCCC=O)N5Br,CCOC=O)C=CC)NCcncns5)))))=NC6ccccF)cc6Br.O=CCCC=O)N5Br,CCOC(=O)C2=C(CBr)NC(c1ncns1)=NC2c3ccc(F)cc3Br,CCOC(=O)C2=C(C)NC(c1ncns1)=NC2c3ccc(F)cc3Br.O=C4CCC(=O)N4Br,CCOC(=O)C2=C(C)NC(c1ncns1)=NC2c3ccc(F)cc3Br.O=C4CCC(=O)N4Br,1.0
3863,cccc-ccncNCCCNCCCCcccccc69))))))cccccc69))))))))))CC6)))))))nc6))))))cc6,Clcncc-cccccc6))))))cn6.NCCCNCCCCcccccc69))))))cccccc69))))))))))CC6,Brcncc-cccccc6))))))cn6.cccccc6)CCC5NCCCNCC6)))))))cccccc69,c7ccc(-c6cnc(NC5CCN(CC24CC(c1ccccc12)c3ccccc34)CC5)nc6)cc7,Clc2ncc(-c1ccccc1)cn2.NC7CCN(CC46CC(c3ccccc34)c5ccccc56)CC7,Brc2ncc(-c1ccccc1)cn2.c3ccc4c(c3)C7CC4(NC5CCNCC5)c6ccccc67,0.6030534351145038
3864,CCOC=O)CccC)nCccccCl)cc6)))))))ccccOC))cc96,CCOC=O)CccC)[nH]ccccOC))cc96.ClCccccCl)cc6,CCOC=O)CccC)[nH]ccccOC))cc96.ClccccCBr))cc6,CCOC(=O)Cc2c(C)n(Cc1ccc(Cl)cc1)c3ccc(OC)cc23,CCOC(=O)Cc1c(C)[nH]c2ccc(OC)cc12.ClCc3ccc(Cl)cc3,CCOC(=O)Cc1c(C)[nH]c2ccc(OC)cc12.Clc3ccc(CBr)cc3,0.875
3865,Ccncc[N+]=O)[O-]))n5CCNC=O)Ccccccccccc%106)C%11C%14=O,Ccncc[N+]=O)[O-]))n5CCO.O=CNC=O)Ccccccccccc%106)C%14%11,Ccncc[N+]=O)[O-]))n5CCNC=O)Ccccccccccc%106)C%11=O,Cc1ncc([N+](=O)[O-])n1CCN5C(=O)C4c2cccc3cccc(c23)C4C5=O,Cc1ncc([N+](=O)[O-])n1CCO.O=C4NC(=O)C5c2cccc3cccc(c23)C45,Cc1ncc([N+](=O)[O-])n1CCNC(=O)C4c2cccc3cccc(c23)C4=O,0.5858585858585859
3866,CCcccOcccccC#N))c6)))))))ccc6CCC=O)OC,CCcccO)ccc6CCC=O)OC.N#CcccccBr)c6,CCcccO)ccc6CCC=O)OC.N#CcccccF)c6,CCc2cc(Oc1cccc(C#N)c1)ccc2CCC(=O)OC,CCc1cc(O)ccc1CCC(=O)OC.N#Cc2cccc(Br)c2,CCc1cc(O)ccc1CCC(=O)OC.N#Cc2cccc(F)c2,0.8333333333333334
